executive_order_id,pdf_url,citation,start_page,end_page,title,signing_date,publication_date,president
13641,https://www.govinfo.gov/content/pkg/FR-2013-04-11/pdf/2013-08626.pdf,78 FR 21503,21503,21514,Adjustments of Certain Rates of Pay,2013-04-05,04/11/2013,Barack Obama
13640,https://www.govinfo.gov/content/pkg/FR-2013-04-10/pdf/2013-08501.pdf,78 FR 21211,21211,21211,Continuance of Advisory Council,2013-04-05,04/10/2013,Barack Obama
13639,https://www.govinfo.gov/content/pkg/FR-2013-04-03/pdf/2013-07837.pdf,78 FR 19979,19979,19980,Establishment of the Presidential Commission on Election Administration,2013-03-28,04/03/2013,Barack Obama
13638,https://www.govinfo.gov/content/pkg/FR-2013-03-21/pdf/2013-06712.pdf,78 FR 17589,17589,17590,Amendments to Executive Order 12777,2013-03-15,03/21/2013,Barack Obama
13637,https://www.govinfo.gov/content/pkg/FR-2013-03-13/pdf/2013-05967.pdf,78 FR 16129,16129,16132,Administration of Reformed Export Controls,2013-03-08,03/13/2013,Barack Obama
13636,https://www.govinfo.gov/content/pkg/FR-2013-02-19/pdf/2013-03915.pdf,78 FR 11739,11739,11744,Improving Critical Infrastructure Cybersecurity,2013-02-12,02/19/2013,Barack Obama
13635,https://www.govinfo.gov/content/pkg/FR-2013-01-03/pdf/2013-00002.pdf,78 FR 649,649,660,Adjustments of Certain Rates of Pay,2012-12-27,01/03/2013,Barack Obama
13634,https://www.govinfo.gov/content/pkg/FR-2012-12-31/pdf/2012-31574.pdf,77 FR 77249,77249,77249,Reestablishment of Advisory Commission,2012-12-21,12/31/2012,Barack Obama
13633,https://www.govinfo.gov/content/pkg/FR-2012-12-28/pdf/2012-31225.pdf,77 FR 76339,76339,76340,"Closing of Executive Departments and Agencies of the Federal Government on Monday, December 24, 2012",2012-12-21,12/28/2012,Barack Obama
13632,https://www.govinfo.gov/content/pkg/FR-2012-12-14/pdf/2012-30310.pdf,77 FR 74341,74341,74344,Establishing the Hurricane Sandy Rebuilding Task Force,2012-12-07,12/14/2012,Barack Obama
13631,https://www.govinfo.gov/content/pkg/FR-2012-12-12/pdf/2012-30170.pdf,77 FR 74101,74101,74101,Reestablishment of Advisory Group,2012-12-07,12/12/2012,Barack Obama
13630,https://www.govinfo.gov/content/pkg/FR-2012-12-11/pdf/2012-30060.pdf,77 FR 73893,73893,73895,Establishment of an Interagency Task Force on Commercial Advocacy,2012-12-06,12/11/2012,Barack Obama
13629,https://www.govinfo.gov/content/pkg/FR-2012-11-02/pdf/2012-27002.pdf,77 FR 66353,66353,66355,Establishing the White House Homeland Security Partnership Council,2012-10-26,11/02/2012,Barack Obama
13628,https://www.govinfo.gov/content/pkg/FR-2012-10-12/pdf/2012-25236.pdf,77 FR 62139,62139,62145,Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Threat Reduction and Syria Human Rights Act of 2012 and Additional Sanctions With Respect to Iran,2012-10-09,10/12/2012,Barack Obama
13627,https://www.govinfo.gov/content/pkg/FR-2012-10-02/pdf/2012-24374.pdf,77 FR 60029,60029,60033,Strengthening Protections Against Trafficking in Persons in Federal Contracts,2012-09-25,10/02/2012,Barack Obama
13626,https://www.govinfo.gov/content/pkg/FR-2012-09-13/pdf/2012-22807.pdf,77 FR 56749,56749,56752,Gulf Coast Ecosystem Restoration,2012-09-10,09/13/2012,Barack Obama
13624,https://www.govinfo.gov/content/pkg/FR-2012-09-05/pdf/2012-22030.pdf,77 FR 54779,54779,54781,Accelerating Investment in Industrial Energy Efficiency,2012-08-30,09/05/2012,Barack Obama
13625,https://www.govinfo.gov/content/pkg/FR-2012-09-05/pdf/2012-22062.pdf,77 FR 54783,54783,54786,"Improving Access to Mental Health Services for Veterans, Service Members, and Military Families",2012-08-31,09/05/2012,Barack Obama
13623,https://www.govinfo.gov/content/pkg/FR-2012-08-16/pdf/2012-20259.pdf,77 FR 49345,49345,49348,Preventing and Responding to Violence Against Women and Girls Globally,2012-08-10,08/16/2012,Barack Obama
13622,https://www.govinfo.gov/content/pkg/FR-2012-08-02/pdf/2012-19055.pdf,77 FR 45897,45897,45902,Authorizing Additional Sanctions With Respect to Iran,2012-07-30,08/02/2012,Barack Obama
13621,https://www.govinfo.gov/content/pkg/FR-2012-08-01/pdf/2012-18868.pdf,77 FR 45471,45471,45476,White House Initiative on Educational Excellence for African Americans,2012-07-26,08/01/2012,Barack Obama
13620,https://www.govinfo.gov/content/pkg/FR-2012-07-24/pdf/2012-18237.pdf,77 FR 43483,43483,43485,Taking Additional Steps to Address the National Emergency With Respect to Somalia,2012-07-20,07/24/2012,Barack Obama
13619,https://www.govinfo.gov/content/pkg/FR-2012-07-13/pdf/2012-17264.pdf,77 FR 41243,41243,41245,"Blocking Property of Persons Threatening the Peace, Security, or Stability of Burma",2012-07-11,07/13/2012,Barack Obama
13618,https://www.govinfo.gov/content/pkg/FR-2012-07-11/pdf/2012-17022.pdf,77 FR 40779,40779,40783,Assignment of National Security and Emergency Preparedness Communications Functions,2012-07-06,07/11/2012,Barack Obama
13617,https://www.govinfo.gov/content/pkg/FR-2012-06-27/pdf/2012-15954.pdf,77 FR 38459,38459,38461,Blocking Property of the Government of the Russian Federation Relating to the Disposition of Highly Enriched Uranium Extracted From Nuclear Weapons,2012-06-25,06/27/2012,Barack Obama
13616,https://www.govinfo.gov/content/pkg/FR-2012-06-20/pdf/2012-15183.pdf,77 FR 36903,36903,36906,Accelerating Broadband Infrastructure Deployment,2012-06-14,06/20/2012,Barack Obama
13613,https://www.govinfo.gov/content/pkg/FR-2012-05-24/pdf/2012-12882.pdf,77 FR 31155,31155,31156,Providing an Order of Succession Within the Department of Commerce,2012-05-21,05/24/2012,Barack Obama
13614,https://www.govinfo.gov/content/pkg/FR-2012-05-24/pdf/2012-12883.pdf,77 FR 31157,31157,31158,Providing an Order of Succession Within the Environmental Protection Agency,2012-05-21,05/24/2012,Barack Obama
13612,https://www.govinfo.gov/content/pkg/FR-2012-05-24/pdf/2012-12881.pdf,77 FR 31153,31153,31154,Providing an Order of Succession Within the Department of Agriculture,2012-05-21,05/24/2012,Barack Obama
13615,https://www.govinfo.gov/content/pkg/FR-2012-05-24/pdf/2012-12889.pdf,77 FR 31159,31159,31160,Providing an Order of Succession Within the Office of Management and Budget,2012-05-21,05/24/2012,Barack Obama
13611,https://www.govinfo.gov/content/pkg/FR-2012-05-18/pdf/2012-12225.pdf,77 FR 29533,29533,29535,"Blocking Property of Persons Threatening the Peace, Security, or Stability of Yemen",2012-05-16,05/18/2012,Barack Obama
13610,https://www.govinfo.gov/content/pkg/FR-2012-05-14/pdf/2012-11798.pdf,77 FR 28469,28469,28470,Identifying and Reducing Regulatory Burdens,2012-05-10,05/14/2012,Barack Obama
13609,https://www.govinfo.gov/content/pkg/FR-2012-05-04/pdf/2012-10968.pdf,77 FR 26413,26413,26415,Promoting International Regulatory Cooperation,2012-05-01,05/04/2012,Barack Obama
13608,https://www.govinfo.gov/content/pkg/FR-2012-05-03/pdf/2012-10884.pdf,77 FR 26409,26409,26411,Prohibiting Certain Transactions With and Suspending Entry Into the United States of Foreign Sanctions Evaders With Respect to Iran and Syria,2012-05-01,05/03/2012,Barack Obama
13607,https://www.govinfo.gov/content/pkg/FR-2012-05-02/pdf/2012-10715.pdf,77 FR 25861,25861,25864,"Establishing Principles of Excellence for Educational Institutions Serving Service Members, Veterans, Spouses, and Other Family Members",2012-04-27,05/02/2012,Barack Obama
13606,https://www.govinfo.gov/content/pkg/FR-2012-04-24/pdf/2012-10034.pdf,77 FR 24571,24571,24574,Blocking the Property and Suspending Entry Into the United States of Certain Persons With Respect to Grave Human Rights Abuses by the Governments of Iran and Syria via Information Technology,2012-04-22,04/24/2012,Barack Obama
13605,https://www.govinfo.gov/content/pkg/FR-2012-04-17/pdf/2012-9473.pdf,77 FR 23107,23107,23108,Supporting Safe and Responsible Development of Unconventional Domestic Natural Gas Resources,2012-04-13,04/17/2012,Barack Obama
13604,https://www.govinfo.gov/content/pkg/FR-2012-03-28/pdf/2012-7636.pdf,77 FR 18887,18887,18890,Improving Performance of Federal Permitting and Review of Infrastructure Projects,2012-03-22,03/28/2012,Barack Obama
13603,https://www.govinfo.gov/content/pkg/FR-2012-03-22/pdf/2012-7019.pdf,77 FR 16651,16651,16660,National Defense Resources Preparedness,2012-03-16,03/22/2012,Barack Obama
13602,https://www.govinfo.gov/content/pkg/FR-2012-03-20/pdf/2012-6797.pdf,77 FR 16131,16131,16134,"Establishing a White House Council on Strong Cities, Strong Communities",2012-03-15,03/20/2012,Barack Obama
13601,https://www.govinfo.gov/content/pkg/FR-2012-03-05/pdf/2012-5366.pdf,77 FR 12981,12981,12983,Establishment of the Interagency Trade Enforcement Center,2012-02-28,03/05/2012,Barack Obama
13600,https://www.govinfo.gov/content/pkg/FR-2012-02-14/pdf/2012-3616.pdf,77 FR 8713,8713,8715,Establishing the President's Global Development Council,2012-02-09,02/14/2012,Barack Obama
13599,https://www.govinfo.gov/content/pkg/FR-2012-02-08/pdf/2012-3097.pdf,77 FR 6659,6659,6662,Blocking Property of the Government of Iran and Iranian Financial Institutions,2012-02-05,02/08/2012,Barack Obama
13598,https://www.govinfo.gov/content/pkg/FR-2012-02-02/pdf/2012-2557.pdf,77 FR 5371,5371,5372,Assignment of Functions Relating to Certain Promotion and Appointment Actions in the Armed Forces,2012-01-27,02/02/2012,Barack Obama
13597,https://www.govinfo.gov/content/pkg/FR-2012-01-24/pdf/2012-1568.pdf,77 FR 3373,3373,3375,Establishing Visa and Foreign Visitor Processing Goals and the Task Force On Travel and Competitiveness,2012-01-19,01/24/2012,Barack Obama
13596,https://www.govinfo.gov/content/pkg/FR-2011-12-27/pdf/2011-33335.pdf,76 FR 80725,80725,80726,Amendments to Executive Orders 12131 and 13539,2011-12-19,12/27/2011,Barack Obama
13594,https://www.govinfo.gov/content/pkg/FR-2011-12-23/pdf/2011-33087.pdf,76 FR 80191,80191,80203,Adjustments of Certain Rates of Pay,2011-12-19,12/23/2011,Barack Obama
13595,https://www.govinfo.gov/content/pkg/FR-2011-12-23/pdf/2011-33089.pdf,76 FR 80205,80205,80207,"Instituting a National Action Plan On Women, Peace, And Security",2011-12-19,12/23/2011,Barack Obama
13593,https://www.govinfo.gov/content/pkg/FR-2011-12-16/pdf/2011-32486.pdf,76 FR 78451,78451,78463,"2011 Amendments to the Manual for Courts-Martial, United States",2011-12-13,12/16/2011,Barack Obama
13592,https://www.govinfo.gov/content/pkg/FR-2011-12-08/pdf/2011-31624.pdf,76 FR 76603,76603,76607,Improving American Indian and Alaska Native Educational Opportunities and Strengthening Tribal Colleges and Universities,2011-12-02,12/08/2011,Barack Obama
13591,https://www.govinfo.gov/content/pkg/FR-2011-11-30/pdf/2011-30990.pdf,76 FR 74623,74623,74624,Continuance of Certain Federal Advisory Committees,2011-11-23,11/30/2011,Barack Obama
13590,https://www.govinfo.gov/content/pkg/FR-2011-11-23/pdf/2011-30463.pdf,76 FR 72609,72609,72612,"Authorizing the Imposition of Certain Sanctions With Respect to the Provision of Goods, Services, Technology, or Support for Iran's Energy and Petrochemical Sectors",2011-11-20,11/23/2011,Barack Obama
13589,https://www.govinfo.gov/content/pkg/FR-2011-11-15/pdf/2011-29683.pdf,76 FR 70863,70863,70864,Promoting Efficient Spending,2011-11-09,11/15/2011,Barack Obama
13588,https://www.govinfo.gov/content/pkg/FR-2011-11-03/pdf/2011-28728.pdf,76 FR 68295,68295,68296,Reducing Prescription Drug Shortages,2011-10-31,11/03/2011,Barack Obama
13587,https://www.govinfo.gov/content/pkg/FR-2011-10-13/pdf/2011-26729.pdf,76 FR 63811,63811,63815,Structural Reforms To Improve the Security of Classified Networks and the Responsible Sharing and Safeguarding of Classified Information,2011-10-07,10/13/2011,Barack Obama
13586,https://www.govinfo.gov/content/pkg/FR-2011-10-12/pdf/2011-26574.pdf,76 FR 63533,63533,63535,Establishing an Emergency Board to Investigate Disputes Between Certain Railroads Represented by the National Carriers' Conference Committee of the National Railway Labor Conference and Their Employees Represented by Certain Labor Organizations,2011-10-06,10/12/2011,Barack Obama
13585,https://www.govinfo.gov/content/pkg/FR-2011-10-07/pdf/2011-26141.pdf,76 FR 62281,62281,62282,Continuance of Certain Federal Advisory Committees,2011-09-30,10/07/2011,Barack Obama
13584,https://www.govinfo.gov/content/pkg/FR-2011-09-15/pdf/2011-23891.pdf,76 FR 56945,56945,56947,Developing an Integrated Strategic Counterterrorism Communications Initiative and Establishing a Temporary Organization to Support Certain Government-wide Communications Activities Directed Abroad,2011-09-09,09/15/2011,Barack Obama
13583,https://www.govinfo.gov/content/pkg/FR-2011-08-23/pdf/2011-21704.pdf,76 FR 52847,52847,52849,Establishing a Coordinated Government-Wide Initiative to Promote Diversity and Inclusion in the Federal Workforce,2011-08-18,08/23/2011,Barack Obama
13582,https://www.govinfo.gov/content/pkg/FR-2011-08-22/pdf/2011-21505.pdf,76 FR 52209,52209,52211,Blocking Property of the Government of Syria and Prohibiting Certain Transactions With Respect to Syria,2011-08-17,08/22/2011,Barack Obama
13581,https://www.govinfo.gov/content/pkg/FR-2011-07-27/pdf/2011-19156.pdf,76 FR 44757,44757,44759,Blocking Property of Transnational Criminal Organizations,2011-07-24,07/27/2011,Barack Obama
13580,https://www.govinfo.gov/content/pkg/FR-2011-07-15/pdf/2011-18065.pdf,76 FR 41989,41989,41991,Interagency Working Group on Coordination of Domestic Energy Development and Permitting in Alaska,2011-07-12,07/15/2011,Barack Obama
13579,https://www.govinfo.gov/content/pkg/FR-2011-07-14/pdf/2011-17953.pdf,76 FR 41587,41587,41588,Regulation and Independent Regulatory Agencies,2011-07-11,07/14/2011,Barack Obama
13578,https://www.govinfo.gov/content/pkg/FR-2011-07-11/pdf/2011-17447.pdf,76 FR 40591,40591,40592,Coordinating Policies on Automotive Communities and Workers,2011-07-06,07/11/2011,Barack Obama
13577,https://www.govinfo.gov/content/pkg/FR-2011-06-20/pdf/2011-15443.pdf,76 FR 35715,35715,35717,Establishment of the SelectUSA Initiative,2011-06-15,06/20/2011,Barack Obama
13576,https://www.govinfo.gov/content/pkg/FR-2011-06-16/pdf/2011-15181.pdf,76 FR 35297,35297,35299,"Delivering an Efficient, Effective, and Accountable Government",2011-06-13,06/16/2011,Barack Obama
13575,https://www.govinfo.gov/content/pkg/FR-2011-06-14/pdf/2011-14919.pdf,76 FR 34841,34841,34843,Establishment of the White House Rural Council,2011-06-09,06/14/2011,Barack Obama
13574,https://www.govinfo.gov/content/pkg/FR-2011-05-25/pdf/2011-13173.pdf,76 FR 30505,30505,30507,"Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Sanctions Act of 1996, as Amended",2011-05-23,05/25/2011,Barack Obama
13573,https://www.govinfo.gov/content/pkg/FR-2011-05-20/pdf/2011-12645.pdf,76 FR 29143,29143,29146,Blocking Property of Senior Officials of the Government of Syria,2011-05-18,05/20/2011,Barack Obama
13572,https://www.govinfo.gov/content/pkg/FR-2011-05-03/pdf/2011-10910.pdf,76 FR 24787,24787,24789,Blocking Property of Certain Persons With Respect to Human Rights Abuses in Syria,2011-04-29,05/03/2011,Barack Obama
13571,https://www.govinfo.gov/content/pkg/FR-2011-05-02/pdf/2011-10732.pdf,76 FR 24339,24339,24341,Streamlining Service Delivery and Improving Customer Service,2011-04-27,05/02/2011,Barack Obama
13570,https://www.govinfo.gov/content/pkg/FR-2011-04-20/pdf/2011-9739.pdf,76 FR 22291,22291,22292,Prohibiting Certain Transactions With Respect to North Korea,2011-04-18,04/20/2011,Barack Obama
13569,https://www.govinfo.gov/content/pkg/FR-2011-04-08/pdf/2011-8642.pdf,76 FR 19891,19891,19892,"Amendments to Executive Orders 12824, 12835, 12859, and 13532, Reestablishment Pursuant to Executive Order 13498, and Revocation of Executive Order 13507",2011-04-05,04/08/2011,Barack Obama
13568,https://www.govinfo.gov/content/pkg/FR-2011-03-11/pdf/2011-5903.pdf,76 FR 13497,13497,13497,Extending Provisions of the International Organizations Immunities Act to the Office of the High Representative in Bosnia and Herzegovina and the International Civilian Office in Kosovo,2011-03-08,03/11/2011,Barack Obama
13567,https://www.govinfo.gov/content/pkg/FR-2011-03-10/pdf/2011-5728.pdf,76 FR 13277,13277,13281,Periodic Review of Individuals Detained at Guantánamo Bay Naval Station Pursuant to the Authorization for Use of Military Force,2011-03-07,03/10/2011,Barack Obama
13566,https://www.govinfo.gov/content/pkg/FR-2011-03-02/pdf/2011-4753.pdf,76 FR 11315,11315,11318,Blocking Property and Prohibiting Certain Transactions Related to Libya,2011-02-25,03/02/2011,Barack Obama
13565,https://www.govinfo.gov/content/pkg/FR-2011-02-11/pdf/2011-3257.pdf,76 FR 7681,7681,7683,Establishment of the Intellectual Property Enforcement Advisory Committees,2011-02-08,02/11/2011,Barack Obama
13564,https://www.govinfo.gov/content/pkg/FR-2011-02-03/pdf/2011-2577.pdf,76 FR 6309,6309,6310,Establishment of the President's Council on Jobs and Competitiveness,2011-01-31,02/03/2011,Barack Obama
13563,https://www.govinfo.gov/content/pkg/FR-2011-01-21/pdf/2011-1385.pdf,76 FR 3821,3821,3823,Improving Regulation and Regulatory Review,2011-01-18,01/21/2011,Barack Obama
13562,https://www.govinfo.gov/content/pkg/FR-2010-12-30/pdf/2010-33169.pdf,75 FR 82585,82585,82589,Recruiting and Hiring Students and Recent Graduates,2010-12-27,12/30/2010,Barack Obama
13561,https://www.govinfo.gov/content/pkg/FR-2010-12-29/pdf/2010-32960.pdf,75 FR 81817,81817,81828,Adjustments of Certain Rates of Pay,2010-12-22,12/29/2010,Barack Obama
